,id,title,type,description,release_year,age_certification,age_certification.1,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,documentation,drama,comedy,thriller,crime,romance,action,GenreCt,OtherGenr,US,IN,GB,JP,KR,FR,ES,CA,MX,OtherCountry,SciFi War,Stand-up Comedy,Family Drama,Murder Mystery,Holidays,Top Secret,War Documentary,College Life,Father & Son Drama,Adventure,Love Story,Gangster
0,ts300399,Five Came Back: The Reference Films,SHOW,"This collection includes 12 World War II-era propaganda films — many of which are graphic and offensive — discussed in the docuseries ""Five Came Back.""",1945,TV-MA,NC-17,51,['documentation'],['US'],1.0,,,,0.6,,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.3889900787367102,1.3889414176796562,1.3889892794990029,1.3888888889462239,18.055561504881652,25.241817683806435,44.20211041173206,1.3888889212724358,1.3889577967179807,1.3888909099680535,1.3889025592040893,1.3890605475556974
1,tm84618,Taxi Driver,MOVIE,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,1976,R,R,114,"['drama', 'crime']",['US'],,tt0075314,8.2,808582.0,40.965,8.179,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.6944838960632289,32.37625546500683,0.6944544331852297,0.6944587711611261,0.6945063200977734,0.6944627212987045,60.67908792071696,0.6944557635437938,0.6944764415109015,0.6944482014053571,0.6944613517085507,0.6944487143015426
2,tm154986,Deliverance,MOVIE,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",1972,R,R,109,"['drama', 'action', 'thriller', 'european']",['US'],,tt0068473,7.7,107673.0,10.01,7.3,0,1,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0.8333482884236354,0.8333657603881458,0.8333384825501481,0.8333417482269687,82.96793579454892,0.8333728121450525,0.833340493342827,8.698561540966699,0.8333454746950945,0.8333542255959463,0.8333527617092872,0.8333426174072603
3,tm127384,Monty Python and the Holy Grail,MOVIE,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",1975,PG,PG,91,"['fantasy', 'action', 'comedy']",['GB'],,tt0071853,8.2,534486.0,15.461,7.811,0,0,1,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,21.32371876557364,0.5556109197508352,0.5555569277882144,21.472731440369923,0.555556991971662,0.5555768023550339,0.5555993325088918,0.5555842625941783,19.64636188873554,0.555613695733771,33.11250380851771,0.5555851641005962
4,tm120801,The Dirty Dozen,MOVIE,"12 American military prisoners in World War II are ordered to infiltrate a well-guarded enemy château and kill the Nazi officers vacationing there. The soldiers, most of whom are facing death sentences for a variety of violent crimes, agree to the mission and the possible commuting of their sentences.",1967,,OTHERS,150,"['war', 'action']","['GB', 'US']",,tt0061578,7.7,72662.0,20.398,7.6,0,0,0,0,0,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0.5555590920095432,0.5555607193727126,0.5555672599970907,0.5555555555719841,0.5555586935021288,93.88878079812568,0.5556222077667966,0.5555566898457952,0.5555608006567954,0.5555562718546623,0.5555572002861144,0.555564711010689
5,ts22164,Monty Python's Flying Circus,SHOW,"A British sketch comedy series with the shows being composed of surreality, risqué or innuendo-laden humour, sight gags and observational sketches without punchlines.",1969,TV-14,PG,30,"['comedy', 'european']",['GB'],4.0,tt0063929,8.8,73424.0,17.617,8.306,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.6666669420761737,81.6665269226243,1.6666742190817052,1.6666666666965424,1.666672280535934,1.666708807080093,1.666707995926988,1.6666757772259344,1.6666667853922845,1.6666667005114502,1.6666999431718437,1.6666669596767731
6,tm70993,Life of Brian,MOVIE,"Brian Cohen is an average young Jewish man, but through a series of ridiculous events, he gains a reputation as the Messiah. When he's not dodging his followers or being scolded by his shrill mother, the hapless Brian has to contend with the pompous Pontius Pilate and acronym-obsessed members of a separatist movement. Rife with Monty Python's signature absurdity, the tale finds Brian's life paralleling Biblical lore, albeit with many more laughs.",1979,R,R,94,['comedy'],['GB'],,tt0079470,8.0,395024.0,17.77,7.8,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.6944838609942645,0.6944530877002303,0.6944591216655861,0.6944562892814111,0.6944457076908069,0.6944628313683434,0.6944860985057494,0.6944465273869426,32.378627808453984,0.6944448611391281,60.67676416749273,0.6944696383208232
7,tm14873,Dirty Harry,MOVIE,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath. Harry eventually collars Scorpio in the process of rescuing a kidnap victim, only to see him walk on technicalities. Now, the maverick detective is determined to nail the maniac himself.",1971,R,R,102,"['thriller', 'action', 'crime']",['US'],,tt0066999,7.7,155051.0,12.817,7.5,0,0,0,1,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0.7575757619092438,10.053053669220214,28.6904167939473,45.347396828992,9.84846932506623,0.7575774918274633,0.7575811586719585,0.757588979965725,0.757592817577145,0.7575757576561406,0.757581019857455,0.7575903953091425
8,tm119281,Bonnie and Clyde,MOVIE,"In the 1930s, bored waitress Bonnie Parker falls in love with an ex-con named Clyde Barrow and together they start a violent crime spree through the country, stealing cars and robbing banks.",1967,R,R,110,"['crime', 'drama', 'action']",['US'],,tt0061418,7.7,112048.0,15.687,7.5,0,1,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0.9259296953098869,0.9259309263227273,21.197557701496137,0.925926889766958,0.9259282455499028,69.54304850630938,0.9259428928944519,0.925928362116154,0.9259733356163486,0.9259461492773249,0.9259601388656221,0.9259271564751143
9,tm98978,The Blue Lagoon,MOVIE,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",1980,R,R,104,"['romance', 'action', 'drama']",['US'],,tt0080453,5.8,69844.0,50.324,6.156,0,1,0,0,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0.4629729510151349,0.46296503933509586,0.4629817269792424,0.4629643783263853,0.4629645638365677,0.46296669720102235,0.4629645776733032,0.4629680050833847,0.46298797012787773,74.12615702525147,21.24413547830204,0.4629715868684828
10,tm44204,The Guns of Navarone,MOVIE,"A team of allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers.",1961,,OTHERS,158,"['action', 'drama', 'war']","['GB', 'US']",,tt0054953,7.5,50748.0,13.844,7.3,0,1,0,0,0,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0.5952407189378028,0.5952409256316373,0.5952442744515463,0.5952432271560606,0.5952886519669032,93.45228827607099,0.5952413621475272,0.5952406211103001,0.595243428154518,0.5952496538770157,0.5952398258947236,0.5952390346009725
11,tm67378,The Professionals,MOVIE,An arrogant Texas millionaire hires four adventurers to rescue his kidnapped wife from a notorious Mexican bandit.,1966,PG-13,PG,117,"['western', 'action', 'european']",['US'],,tt0060862,7.3,16446.0,13.123,7.1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1.388898361926298,1.3888969552395627,1.388895335894233,1.3889776866998378,1.3888931532981563,48.28793626863314,37.82300951937644,1.388888889594916,1.3889126171660449,1.3889014069322276,1.388900916313447,1.3888888889257165
12,tm69997,Richard Pryor: Live in Concert,MOVIE,"Richard Pryor delivers monologues on race, sex, family and his favorite target—himself, live at the Terrace Theatre in Long Beach, California.",1979,R,R,78,"['comedy', 'documentation']",['US'],,tt0079807,8.1,5141.0,4.718,7.5,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1.041678400755012,30.264576420756956,1.0417107675190058,1.0416947070859741,1.0417268102256747,1.041693435555889,45.83854822412562,1.0416740299392484,14.521634172961384,1.0416744890104228,1.0417109176384787,1.0416776244263444
13,tm16479,White Christmas,MOVIE,Two talented song-and-dance men team up after the war to become one of the hottest acts in show business. In time they befriend and become romantically involved with the beautiful Haynes sisters who comprise a sister act.,1954,,OTHERS,115,"['romance', 'comedy']",['US'],,tt0047673,7.5,42488.0,8.915,7.2,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0.5952654519380598,8.111796561355707,0.5953164251037426,0.5952700190404001,0.595243717118105,28.078584369151223,0.5952709109608342,0.5952390811113095,58.45223667558314,0.5952409899896292,0.5952844618770967,0.5952513367707556
14,tm135083,Cairo Station,MOVIE,"Qinawi, a physically challenged peddler who makes his living selling newspapers in the central Cairo train station, is obsessed by Hanuma, an attractive young woman who sells drinks. While she jokes with him about a possible relationship, she is actually in love with Abu Siri, a strong and respected porter at the station who is struggling to unionize his fellow workers to combat their boss' exploitative and abusive treatment.",1958,,OTHERS,77,"['drama', 'crime', 'comedy']",['EG'],,tt0051390,7.5,4471.0,5.546,7.3,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,79.92458077228488,0.4902760516644881,0.4902607148833585,0.49020193043148813,0.49019607849697083,0.4902125365353651,0.49019607852381725,0.4901968312930844,15.173208099483482,0.490209510359065,0.4902543937229245,0.49020700232106035
15,tm89386,Hitler: A Career,MOVIE,"A keen chronicle of the unlikely rise to power of Adolf Hitler (1889-1945) and a dissection of the Third Reich (1933-1945), but also an analysis of mass psychology and how the desperate crowd can be deceived and shepherded to the slaughterhouse.",1977,PG,PG,150,"['history', 'documentation', 'european']",['DE'],,tt0191182,7.5,2460.0,4.305,7.3,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,27.51605543084425,1.6667005687602963,1.6667278753253332,1.6666953367792312,1.6666666668990318,1.6668173167408258,26.753078915295536,1.6667150107932027,1.6667223737644485,1.6666666670634493,1.6666788784898294,30.730474959244575
16,tm156453,FTA,MOVIE,"A documentary about a political troupe headed by actors Jane Fonda and Donald Sutherland which traveled to towns near military bases in the US in the early 1970s. The group put on shows called ""F.T.A."", which stood for ""F**k the Army"", and was aimed at convincing soldiers to voice their opposition to the Vietnam War, which was raging at the time. Various singers, actors and other entertainers performed antiwar songs and skits during the show.",1972,R,R,97,"['war', 'documentation', 'music', 'comedy']",['US'],,tt0068562,6.2,418.0,1.268,6.1,1,0,1,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0.4902179155744145,0.4902499413977886,0.49020882290986745,0.49019684033868505,0.4902302776003438,64.4534510797004,0.4902268416797804,0.49019715610227005,0.49019944637844404,0.49020038418488754,0.49020643257046426,30.644414861562673
17,tm14350,Alexandria… Why?,MOVIE,"Set against the panoramic backdrop of war-torn Egypt, director Youssef Chahine tells a highly personal tale of love and determination. Amid the poverty, death and suffering caused by World War II, 18 year-old Yehia, retreats into a private world of fantasy and longing. Obsessed with Hollywood, he dreams of one day studying filmmaking in America, but after falling in love and discovering the lies of European occupation, Yehia profoundly reevaluates his identity and allegiances.",1979,,OTHERS,133,['drama'],['EG'],,tt0077751,7.2,1727.0,1.37,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,10.85594418127167,0.3086470595866183,67.29472474595785,0.30864771637243504,0.30864203815546126,0.3086494903624969,19.07150263091395,0.30864379025376143,0.30865100628172565,0.3086432234826914,0.3086518534235466,0.30865226393781464
18,tm81728,The Land,MOVIE,"Set in 1933, the mayor informs the peasants that the share of irrigation of their land will be split equally between them and feudal lord Mahmoud Bey. The peasants send Muhammad Effendi to submit a petition to the government. Then Mahmoud Bey proposes a project that would require taking part of the peasants' lands.",1969,,OTHERS,129,['drama'],['EG'],,tt0064038,8.1,1958.0,1.265,8.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,86.90460337507695,1.1904842505730227,1.190486534122976,1.1904761906812025,1.1904855538355623,1.190556418288063,1.1904961601909805,1.1904774082853757,1.1904761905062906,1.1904761905057712,1.1904955811339075,1.1904861467999226
19,tm94651,Dostana,MOVIE,"Two close friends decide to enter law enforcement, one as a police officer, the other as a lawyer, but their friendship begins to unravel when they both fall in love with the same woman.",1980,,OTHERS,161,"['drama', 'comedy', 'crime', 'romance', 'action']",['IN'],,tt0080653,2.1,25.0,3.98,4.9,0,1,1,0,1,1,1,5,0,0,1,0,0,0,0,0,0,0,0,0.5952678148175093,0.5952534272730791,40.714607617774405,35.3920575721133,0.5952393333840241,18.53601540803603,0.5952381954909195,0.5953013758092777,0.5952517377918792,0.5952391276876313,0.5952713607105429,0.5952570291113888
20,tm27298,Saladin the Victorious,MOVIE,"Saladin, the first sultan of Egypt and Syria, leads the Muslim military campaign against the invading Christians from Europe during the Third Crusade.",1963,,OTHERS,186,"['action', 'drama', 'war', 'history', 'romance']",['EG'],,tt0057357,7.6,2508.0,4.156,7.1,0,1,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0,0,1,2.083339044944963,2.08333333649915,2.0833419819040095,2.0833623120136773,2.083333333381533,2.0833412105685993,77.08324979925322,2.0833411285896415,2.0833578523464684,2.083333333380861,2.0833333333495596,2.0833333337683206
21,tm100027,Alibaba Aur 40 Chor,MOVIE,"The movie is based on the story of Ali Baba and the Forty Thieves, from the One Thousand and One Nights or Arabian Tales. The role of Ali Baba is played by Dharmendra and Hema Malini play Morjina.",1979,,OTHERS,146,"['drama', 'romance', 'action', 'fantasy', 'family']","['SU', 'IN']",,tt0079749,6.2,565.0,2.582,6.8,0,1,0,0,0,1,1,5,2,0,1,0,0,0,0,0,0,0,1,0.9259262075481304,0.9259619867775244,0.9259318630413552,34.276143706128735,0.9259259259787905,0.9259263612143943,0.9260164361909702,0.9259289547343188,0.9259381730449422,0.9259260251991699,43.82209937944886,13.568274980692799
22,tm19608,The Blazing Sun,MOVIE,"A rich landlord floods and destroys a village on purpose to prevent the people living there from making a profit off their crops. What he doesn't know is that his own daughter is in love with Ahmed, a young man from the village.",1954,,OTHERS,100,"['crime', 'romance', 'drama']",['EG'],,tt0047500,7.4,1219.0,2.184,7.0,0,1,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0.641031055382003,0.6410294611476528,0.6410462860377018,0.6410256410348399,0.6410263637776774,0.641028904533031,0.6410322053463933,0.6410257670082945,0.6410541265816887,0.641026067158563,92.94864001099904,0.6410341109931089
23,tm204541,Dark Waters,MOVIE,"Ragab, a poor sailor, returns home to Alexandria after three years of absence, during which he tried to save money to marry his one true love, Hamedah. But there's trouble on the harbor, and with an old friend.",1956,,OTHERS,120,"['action', 'drama', 'romance', 'thriller']",['EG'],,tt0049761,6.7,610.0,0.849,5.9,0,1,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,1,61.93419259133901,0.694450419484931,0.6944771893556358,0.694453104854436,0.6944508626497705,0.6944489188752742,0.6944470525883025,0.6944479224420967,0.6944720213431711,0.6944657764044146,31.12124516225418,0.6944489784087646
24,tm259855,We Are All for the Fatherland,MOVIE,"After the 1978 Israeli invasion of Lebanon, children try to sing the national anthem as citizens search for hope in the war-torn South.",1979,,OTHERS,74,['documentation'],"['LB', 'CA', 'FR']",,tt0170799,6.1,47.0,0.6,5.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.8333841882395002,49.56418118322296,0.8333954372553329,0.8333333342404331,0.8334202032461862,0.8333613293936356,16.698810287611508,12.760073320698664,14.309951149480716,0.8333356726294816,0.833385395793825,0.8333684981877407
25,tm356209,Singapore,MOVIE,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",1960,,OTHERS,158,"['drama', 'thriller', 'crime']",['IN'],,tt0268639,6.4,84.0,0.792,6.3,0,1,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,84.72212988364328,1.3888888889199622,1.3888888958565961,1.3888918080463235,1.3888888889274094,1.388930428992251,1.3888888889237443,1.3888895993621524,1.3888888889016409,1.3888888889296849,1.3889360505845156,1.388888888912439
26,ts45948,Monty Python's Fliegender Zirkus,SHOW,"Monty Python's Fliegender Zirkus consisted of two 45-minute Monty Python German television comedy specials produced by WDR for West German television. The two episodes were first broadcast in January and December 1972 and were shot entirely on film and mostly on location in Bavaria, with the first episode recorded in German and the second recorded in English and then dubbed into German.",1972,TV-MA,NC-17,43,['comedy'],[],1.0,tt0202477,8.1,2151.0,1.487,7.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6410264554421554,0.6410872643271737,0.6410256411814271,0.6410256410365662,0.641028259749332,0.6410256410317345,92.94864800868382,0.6410256412798199,0.6410273545501675,0.641025718261983,0.6410259945111292,0.6410283799446783
27,tm200475,"Beirut, Oh Beirut",MOVIE,"In the aftermath of the 1967 defeat, four young Lebanese try to figure out their places in a society whose rules seem to have changed. It proved to be an extraordinary anticipation of the civil war that would engulf the country while the film was being edited.",1975,,OTHERS,110,['drama'],['LB'],,tt0169599,6.4,108.0,1.025,7.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.6944600027926529,0.6944489998246149,0.6944575809575274,0.694444444471513,0.6944618180348631,0.6944576557879162,61.90661826615131,0.694444445202727,16.24772729075329,0.6944679239909793,0.6944522428378468,15.595559329194774
28,tm90896,The Return of the Prodigal Son,MOVIE,"In this Andre Gide adaptation, an activist is released after many years in prison and returns home, shaking up established relationships among his family members at the farm governed by his strict father. Demonstrating Chahine’s eclecticism, this is an elegant melodrama, exuberant musical, layered allegory, and profound portrait of personal and political disillusionment.",1976,,OTHERS,124,"['music', 'drama', 'crime']","['DZ', 'EG']",,tt0074168,7.2,780.0,1.858,5.3,0,1,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0.5555718870787155,0.5555631863466726,0.5555722522449399,0.5555631318222166,0.5555623283004163,16.64051889875146,0.5555865323236703,0.5555555580140524,23.5625069467117,0.5555772046320367,0.555577448509168,54.79684462526495
29,tm336403,Khoon Khoon,MOVIE,"As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of Dirty Harry.",1973,,OTHERS,131,"['crime', 'thriller']",['IN'],,tt0230412,5.1,41.0,1.948,3.8,0,0,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1.388888902491049,18.03515275723598,1.3888889456608977,51.38885302579319,1.3888888889339075,1.3889004145158095,1.3888903775691828,18.075951903022915,1.3888888889359443,1.388888888933245,1.3889109215710187,1.3888960853368542
30,tm107372,Manoranjan,MOVIE,"Havaldar Ratan is a rookie at the local police station, and is assigned duty on foot patrol on Manoranjan Street, a notorious red-light area, on the very first day of his job. He strikes up a conversation with a good-looking young woman named Nisha, and tells her that there is a possible violation of Suppression of Immoral Trafficking Act taking place on this street. He witnesses several women soliciting men, and decides to call in the paddy wagon, and get them arrested. Alas, one of the men frequenting the prostitutes is none other than Ratan's superior officer, who immediately summons Ratan, and has him removed from service on corruption charges. Nisha takes pity on a homeless and unemployed Ratan, and asks him to live with her. He does not want her to sell her body, and so he decides to work at night, and during the day he takes on the guise of a rich Nawab and spends time with her.",1974,,OTHERS,162,"['romance', 'drama', 'comedy']",['IN'],,tt0071811,6.5,237.0,1.532,5.3,0,1,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0.2083402706223042,0.20834230747323648,0.2083388750170597,0.20833666684177704,0.2083342151362972,91.81629747701746,0.20833473829769505,0.20833664000570423,0.20833861470646392,0.20833601577040098,6.100327068231861,0.20833711087976017
31,tm358653,Ujala,MOVIE,"An honest man dreams of a better life for his family, but a childhood friend leads him into a world of crime that keeps happiness just out of reach.",1959,,OTHERS,142,"['romance', 'crime', 'drama']",['IN'],,tt0157132,6.6,78.0,0.84,6.0,0,1,0,0,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0.5952443370770151,0.5952428357319376,0.5953722557249752,0.5952385420483269,0.5952403782570145,0.5952431157963619,0.5952427422116413,0.5952462271192482,93.45212472242217,0.595241946325315,0.5953169298037934,0.5952459674822128
32,tm259684,Whispers,MOVIE,"At every station, between sites filled with poetry and nostalgia for a bygone era, the poet's dashed dreams and idealized vision of her country coincide with the director's own.",1980,,OTHERS,93,['documentation'],"['CA', 'FR', 'LB']",,tt0170803,7.8,78.0,0.6,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,1.3889561676949496,1.3890497676592806,18.286742414494626,1.3888888890011675,1.3888960484418285,49.463717855139336,19.74908271231423,1.388999564918753,1.3889092070455449,1.3888889491039098,1.3889791504016145,1.3888892737847742
33,tm403346,Chadi Jawani Budhe Nu,MOVIE,"A small-time businessman (B.S. Sood) reaches the ""naughty forties"". Now his wife is not good enough anymore, so he decides he needs a modern up to date mistress, resulting in hilarious situations.",1976,,OTHERS,135,['romance'],['IN'],,tt3290368,4.6,14.0,0.62,6.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.6944453484752376,0.6945158013173195,0.694478158754699,0.6944650357379543,0.6944453672041319,84.02741251524989,0.6944866826036268,9.027881505921071,0.6944702421688325,0.6944448224805667,0.6945100748054873,0.6944444452811792
34,tm16812,Bandie,MOVIE,"Maharaj Brajbhan lives a wealthy lifestyle in Bharatpur, India along with his wife, Badi Rani, but have been unable to conceive for Bharatpur, and have no choice but to leave it's reigns with Brajban's widowed cousin, Vikram, and his son, Kanchan. When Vikram finds out that Badi Rani is pregnant, he plots to first sully her character by having her abducted, then shunned by the Maharaj, and then decides to have her killed. But her killer has a change of heart and lets her live. She gives birth to a son, names him Bhola, and starts living a simple lifestyle in a Mandir with the help of it's Poojary. Years later Vikram finds out she is alive and kills her, as well the Poojary and the Poojary's son. Bhola witnesses this, manages to escape, starts to live with a poor widow, grows up uneducated, and makes a living through crime.",1978,,OTHERS,141,"['drama', 'action', 'romance']",['IN'],,tt1219315,4.4,35.0,1.166,6.0,0,1,0,0,0,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0.23810085630397493,20.177706986062024,0.2381046013570785,0.2381033867881735,0.23809570506100197,13.64474091925582,0.23810323806514536,3.383657261297969,43.33004206808987,0.23809710521035662,17.797137675662057,0.2381101968465276
35,ts20681,Seinfeld,SHOW,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,1989,TV-PG,PG,24,['comedy'],['US'],9.0,tt0098904,8.9,308824.0,130.213,8.301,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.041673638690001,88.54153828251114,1.0416673136725156,1.041667998025432,1.0416674587137487,1.0416791822422955,1.0416668846138293,1.041705184300094,1.0416918784468951,1.0416693778492736,1.0416866778976441,1.0416861230371322
36,tm155787,GoodFellas,MOVIE,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",1990,R,R,145,"['drama', 'crime']",['US'],,tt0099685,8.7,1131681.0,50.387,8.463,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.925929982385916,0.9259260399987448,0.9259452174602347,0.925925926039491,0.9259442441273935,0.9259300893311115,0.9259267094615686,0.9259341557532469,0.9259558242822739,50.72569359735907,40.014938299869165,0.9259499139317908
37,tm22327,Full Metal Jacket,MOVIE,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987,R,R,117,"['war', 'drama']","['US', 'GB']",,tt0093058,8.3,729274.0,32.937,8.1,0,1,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,1.0416827031417715,1.0416666667947303,14.007678502656685,9.949147910452197,1.041670060292074,39.324217661091005,1.0417585209604847,28.38541500223463,1.0417072520179051,1.0416734055686894,1.0416809675743928,1.0417013472154286
38,tm180542,Once Upon a Time in America,MOVIE,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",1984,R,R,139,"['crime', 'drama', 'european']","['US', 'IT']",,tt0087843,8.3,345714.0,28.937,8.453,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0.8334436376994254,0.8333379407108585,0.8334089063982515,0.8333382260513916,0.8333333334179451,0.8333383548218104,0.8333390762498325,0.8333346883277227,90.83308454758748,0.8333436454485955,0.8333590588199755,0.833338584466702
39,tm138875,When Harry Met Sally...,MOVIE,"During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",1989,R,R,96,"['comedy', 'romance', 'drama']",['US'],,tt0098635,7.7,216199.0,15.123,7.4,0,1,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0.7575779578940968,32.18863088702417,11.566521321144942,0.757592377910231,0.757575757604503,0.757592022548528,0.7575843223507757,0.7575772364542096,49.426544870197866,0.7575936736099943,0.7576148411993968,0.7575947320613068
40,tm2386,A Nightmare on Elm Street,MOVIE,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",1984,R,R,91,['horror'],"['GB', 'US']",,tt0087800,7.4,234068.0,48.358,7.3,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.39683830328381836,5.7810250892499395,0.39683652910488765,5.3600694897771435,0.39682924893133875,0.39684595706887105,0.3968260414647565,0.39682789045036454,23.24326243025378,0.3968292069002632,62.44097507894194,0.3968347345729015
41,tm133087,Steel Magnolias,MOVIE,"A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship and welcome her into the fold.",1989,PG,PG,119,"['comedy', 'drama', 'romance']",['US'],,tt0098384,7.3,54946.0,11.69,7.2,0,1,1,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0.5555627786661956,0.5555568334579262,93.88873456060962,0.5555587236817652,0.5555599740630978,0.5555967701512506,0.555564562866141,0.555556358294831,0.5555624994861553,0.5555568403411729,0.5556212615722492,0.5555688368096063
42,tm177480,Police Academy,MOVIE,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",1984,R,R,97,"['crime', 'comedy']",['US'],,tt0087928,6.7,124881.0,25.533,6.6,0,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0.3472287319396562,40.354114916772374,12.43255496101901,10.040760122026901,0.34722222227017785,13.379746476584389,0.3472324305093023,0.3472761938403926,21.36215667046744,0.3472398884566248,0.3472343743043065,0.347233011809425
